max_depth,n_estimators,max_features,min_samples_split,min_samples_leaf,max_samples,balanced_accuracy,roc_auc,bestIC,qsidp
2,125,0.8445285962672924,6,6,0.9877477598983636,0.5241251194770757,0.5347292880707921,500,None
10,250,0.9465798621977838,9,4,0.6867568536985051,0.5333572287484969,0.5355240033299418,500,['t2star']
3,50,0.283588958526389,12,3,0.6630218788165199,0.528764684118028,0.5411872167237073,500,['taskfmri']
31,225,0.9026721224420455,8,13,0.8571729207904129,0.5263373724293158,0.5391152529830728,500,['cognitive']
23,100,0.5298470716942231,12,10,0.9724780283409532,0.5261211574630777,0.5380199179847686,500,['lifestyle']
2,175,0.4350572693103233,12,10,0.9806383515231442,0.6347566521752536,0.6817789751179354,500,['mental']
6,75,0.9353118732213993,2,4,0.898116960802162,0.534239046650017,0.542198532359017,500,"['t2star', 'taskfmri']"
6,250,0.3171472027757981,14,10,0.7875872333239503,0.526770958591558,0.5402946073443715,500,"['t2star', 'cognitive']"
4,225,0.8490130369749905,3,5,0.6323336568107953,0.5241470878426294,0.5431358492893041,500,"['t2star', 'lifestyle']"
32,200,0.3195928113434684,4,2,0.7531310306289318,0.6356403971263836,0.6710360589523017,500,"['t2star', 'mental']"
2,150,0.6699974560275875,5,4,0.9706227986308531,0.529423349674714,0.5395700366910245,500,"['taskfmri', 'cognitive']"
2,50,0.5109837264757713,9,14,0.9662774708919964,0.5331521906699966,0.5452132087688465,500,"['taskfmri', 'lifestyle']"
7,200,0.5432862528374095,5,7,0.9716113972023003,0.6367314926155458,0.679146239940801,500,"['taskfmri', 'mental']"
13,200,0.8708034661001841,10,4,0.8491852089929188,0.5272068572133322,0.5429678105633151,500,"['cognitive', 'lifestyle']"
5,150,0.937621555569846,6,12,0.6276485021510562,0.6356357722073197,0.6749568340887367,500,"['cognitive', 'mental']"
3,150,0.20555519680900752,6,14,0.794884368461158,0.6352068109641414,0.6827159066383005,500,"['lifestyle', 'mental']"
5,225,0.8818482528824169,6,12,0.836465191343725,0.5250331452532915,0.5382257268831129,500,"['t2star', 'taskfmri', 'cognitive']"
29,150,0.6828904539762712,11,12,0.8656512377488595,0.5349115869638947,0.5430356427095859,500,"['t2star', 'taskfmri', 'lifestyle']"
2,225,0.5975457442863257,9,2,0.934365395354123,0.6345373539296395,0.6815527394937255,500,"['t2star', 'taskfmri', 'mental']"
25,225,0.7055041728584394,14,11,0.6129234327736481,0.5298422902599205,0.5372051614096753,500,"['t2star', 'cognitive', 'lifestyle']"
6,225,0.44130534167974067,7,2,0.6282584745372917,0.6354110782227977,0.6777942219344494,500,"['t2star', 'cognitive', 'mental']"
13,250,0.756925540416299,6,14,0.8985953835482743,0.6382708198439861,0.6744804674251534,500,"['t2star', 'lifestyle', 'mental']"
2,200,0.5834226723949227,11,7,0.8012520944596814,0.5261246261523758,0.5423388215706225,500,"['taskfmri', 'cognitive', 'lifestyle']"
7,225,0.7009773537020753,13,13,0.6044619790962911,0.6362948231739278,0.6764136835938704,500,"['taskfmri', 'cognitive', 'mental']"
3,50,0.625687419923197,12,13,0.7743836704169643,0.6347570375851757,0.6782883174544445,500,"['taskfmri', 'lifestyle', 'mental']"
10,250,0.3903585051996331,11,11,0.7343195440742311,0.6387067184657601,0.6799764129127741,500,"['cognitive', 'lifestyle', 'mental']"
2,175,0.19936570433797174,11,3,0.8904186209626871,0.5344533345666451,0.5465513520180064,500,"['t2star', 'taskfmri', 'cognitive', 'lifestyle']"
4,75,0.49212751002004906,9,9,0.665869608099599,0.6334377794221934,0.6802392624795732,500,"['t2star', 'taskfmri', 'cognitive', 'mental']"
10,75,0.6165622338433565,5,14,0.7024224224899209,0.6362905836647859,0.6732502389541515,500,"['t2star', 'taskfmri', 'lifestyle', 'mental']"
3,250,0.5794715864376637,2,12,0.7443382153037359,0.6345373539296395,0.6836008078191965,500,"['t2star', 'cognitive', 'lifestyle', 'mental']"
18,75,0.2846193128746638,6,10,0.6247216385923156,0.6384889618598341,0.6657016002219962,500,"['taskfmri', 'cognitive', 'lifestyle', 'mental']"
9,225,0.33771447635673535,13,13,0.8045214512508395,0.6365114235500879,0.6752782659636789,500,"['t2star', 'taskfmri', 'cognitive', 'lifestyle', 'mental']"
