max_depth,n_estimators,max_features,min_samples_split,min_samples_leaf,max_samples,balanced_accuracy,roc_auc,bestIC,qsidp
29,125,0.46237962473789673,3,2,0.8135124737537461,0.5250154163968797,0.539158418894336,200,None
24,250,0.933036067205545,8,10,0.915743740062143,0.5190955199950668,0.5306200474825024,200,['t1vols']
7,250,0.29008858117165637,13,11,0.7663855921752453,0.5313881694570345,0.5412781734652977,200,['subcorticalvol']
4,200,0.606666116994482,6,7,0.8108850814591644,0.5256756235932538,0.533784262942065,200,['fast']
7,225,0.8135797630494512,2,4,0.8148358440119838,0.5296156692257885,0.5429038325162644,200,['t2star']
23,175,0.6359801576066153,2,5,0.6568854693355273,0.5230459716954954,0.5273047513335184,200,['wdmri']
4,225,0.4458051603000053,2,1,0.6528822292055994,0.5278724601486141,0.5423473005889063,200,['taskfmri']
15,250,0.6774977381766739,13,12,0.6451077928091257,0.5122853266734498,0.5238283538371412,200,"['t1vols', 'subcorticalvol']"
11,75,0.29785551793933196,3,9,0.9718895870937481,0.5164481392408966,0.5230783461289428,200,"['t1vols', 'fast']"
11,100,0.9503378420928018,14,12,0.8667144233464223,0.5265574414947739,0.5275783923781333,200,"['t1vols', 't2star']"
13,175,0.6835828039116585,11,11,0.9000346712305944,0.5195371997656708,0.520518453427065,200,"['t1vols', 'wdmri']"
9,200,0.8043009610482775,8,8,0.9627496196516211,0.5204186322572688,0.5292580088181791,200,"['t1vols', 'taskfmri']"
3,200,0.40035556846982967,7,2,0.6685884563554895,0.5245852989239355,0.5354715875805507,200,"['subcorticalvol', 'fast']"
6,125,0.6836380485875273,2,3,0.8268846581183055,0.5307322017698024,0.538881694570345,200,"['subcorticalvol', 't2star']"
25,125,0.4972524804404602,4,4,0.6099978041291858,0.5179963308975426,0.5273066783831283,200,"['subcorticalvol', 'wdmri']"
30,50,0.3987958724147861,10,4,0.7410258839944983,0.5298588628865661,0.537664570036691,200,"['subcorticalvol', 'taskfmri']"
27,175,0.8337476996640563,2,6,0.7546958617032252,0.5320468350137206,0.5371157463077729,200,"['fast', 't2star']"
9,75,0.5745999967225108,2,9,0.7246542929587066,0.5252443498905436,0.5235670459100299,200,"['fast', 'wdmri']"
8,125,0.3442041772793581,3,1,0.7228611130581306,0.5225996670058274,0.5361468257638825,200,"['fast', 'taskfmri']"
10,200,0.45550906596948093,11,9,0.794481063911259,0.527431551197854,0.5259851077606142,200,"['t2star', 'wdmri']"
7,200,0.4320499848284659,3,13,0.9745438119277465,0.5318240680788087,0.5447229673480714,200,"['t2star', 'taskfmri']"
31,75,0.3333375198845676,10,1,0.8265293002333918,0.5239127586100577,0.5272014614744241,200,"['wdmri', 'taskfmri']"
6,200,0.37433569569060454,13,12,0.7346473218597412,0.5111853667560817,0.5208475935004471,200,"['t1vols', 'subcorticalvol', 'fast']"
15,200,0.47713089559883726,2,2,0.9134348462298825,0.5177762618320846,0.5302438873986371,200,"['t1vols', 'subcorticalvol', 't2star']"
32,100,0.498294111179594,9,3,0.9000593139281103,0.5103197360712854,0.5150760799186015,200,"['t1vols', 'subcorticalvol', 'wdmri']"
