max_depth,n_estimators,max_features,min_samples_split,min_samples_leaf,max_samples,balanced_accuracy,roc_auc,bestIC,qsidp
11,250,0.8045031265256529,2,9,0.9200487652184413,0.5298499984583603,0.5412874233034255,200,None
17,125,0.5091959500399226,13,13,0.8562749462942006,0.5320468350137206,0.5430364135294299,200,['t2star']
3,150,0.526245886842095,3,8,0.8116025955162128,0.5292129158573058,0.541925662134246,200,['taskfmri']
2,175,0.22692902214073524,10,14,0.6654893095622842,0.5250211975457095,0.5419880985416088,200,['cognitive']
20,250,0.8845863110341184,11,9,0.8323939934906395,0.5338023772083988,0.5434395523078346,200,['lifestyle']
5,50,0.6341764593767124,5,2,0.7255026922824063,0.638050750778528,0.6790784077945302,200,['mental']
7,150,0.734153293224911,13,11,0.9416526172341912,0.5331444824715568,0.5463740634538895,200,"['t2star', 'taskfmri']"
9,125,0.29790131499470524,14,14,0.6768993142807469,0.5331390867326489,0.545183917614775,200,"['t2star', 'cognitive']"
7,225,0.5060989397338201,5,6,0.6996827380329237,0.5329224863564888,0.5457049918293095,200,"['t2star', 'lifestyle']"
2,100,0.8080901598748947,14,10,0.6910905666650478,0.6345373539296395,0.6831749298553942,200,"['t2star', 'mental']"
5,200,0.8762263187121521,7,7,0.8044750055184252,0.5296445749699381,0.5427828138007585,200,"['taskfmri', 'cognitive']"
6,175,0.21152660355406674,12,4,0.8946310776379967,0.535564471371751,0.5385826164708785,200,"['taskfmri', 'lifestyle']"
4,175,0.2879871635677656,5,1,0.7790893258594822,0.6340902784201277,0.6827760305861315,200,"['taskfmri', 'mental']"
2,100,0.20796331165947693,6,4,0.9064822970504287,0.5314016588043042,0.5431813276600993,200,"['cognitive', 'lifestyle']"
3,75,0.3513341829832183,9,7,0.8810770999573617,0.6345334998304195,0.6822017698023617,200,"['cognitive', 'mental']"
4,150,0.7258602548801322,7,8,0.9866845241637892,0.6354133906823297,0.6827675515678476,200,"['lifestyle', 'mental']"
4,250,0.17697188923388313,13,11,0.9491159835648991,0.5313912527364104,0.5430764961613171,200,"['t2star', 'taskfmri', 'cognitive']"
2,225,0.4984258237689162,12,2,0.6025208382226005,0.5316155613110103,0.542640212129621,200,"['t2star', 'taskfmri', 'lifestyle']"
3,75,0.6293637790401231,6,1,0.8940502666432504,0.6338783029630315,0.6828461751919341,200,"['t2star', 'taskfmri', 'mental']"
8,250,0.29649266221315296,10,6,0.6113304187053603,0.5342394320599388,0.5463617303363858,200,"['t2star', 'cognitive', 'lifestyle']"
10,250,0.4584533841854169,13,11,0.7148766267963155,0.6378310671229921,0.676385934079487,200,"['t2star', 'cognitive', 'mental']"
6,250,0.9561712662844084,4,11,0.6269046350965819,0.6354176301914718,0.6723568587549718,200,"['t2star', 'lifestyle', 'mental']"
4,125,0.47061241584256186,12,11,0.626397317904854,0.5318302346375605,0.5478054759041717,200,"['taskfmri', 'cognitive', 'lifestyle']"
4,50,0.33909480466652986,12,3,0.9795936119918776,0.6334462584404772,0.6804126969444702,200,"['taskfmri', 'cognitive', 'mental']"
4,100,0.6442004167844227,11,13,0.8282667558186474,0.6356350013874758,0.6794715259149631,200,"['taskfmri', 'lifestyle', 'mental']"
3,125,0.5063467790895526,3,1,0.9015003033621265,0.6340956741590356,0.682796071902075,200,"['cognitive', 'lifestyle', 'mental']"
4,50,0.23785469796517927,3,2,0.866916911322158,0.5287396324730984,0.5480937625258224,200,"['t2star', 'taskfmri', 'cognitive', 'lifestyle']"
14,200,0.2356597932073813,10,12,0.7451221878337266,0.6352044985046095,0.6763998088366787,200,"['t2star', 'taskfmri', 'cognitive', 'mental']"
4,250,0.5074265925379497,6,6,0.6064542366822666,0.6347562667653316,0.683569204205593,200,"['t2star', 'taskfmri', 'lifestyle', 'mental']"
4,175,0.48550206075813007,13,3,0.9276039256300942,0.6347543397157216,0.6835753707643449,200,"['t2star', 'cognitive', 'lifestyle', 'mental']"
4,225,0.8416655021427147,12,1,0.8508191997974377,0.6347570375851755,0.6791130946875097,200,"['taskfmri', 'cognitive', 'lifestyle', 'mental']"
8,175,0.23618136989083535,13,11,0.9631443787940241,0.6345385101594057,0.6796495852989238,200,"['t2star', 'taskfmri', 'cognitive', 'lifestyle', 'mental']"
