max_depth,n_estimators,max_features,min_samples_split,min_samples_leaf,max_samples,balanced_accuracy,roc_auc,bestIC,qsidp
10,225,0.7126441701316932,14,8,0.7843191711612572,0.3140889830508475,0.5649029254045772,100,None
7,100,0.6901036854493517,6,7,0.9420150236751035,0.3151483050847458,0.5749096284592551,100,['t1vols']
4,250,0.4891643892784928,3,8,0.9594396128808704,0.30667372881355937,0.5705526429187014,100,['subcorticalvol']
3,225,0.9641029208386747,3,10,0.7326156377007268,0.3146186440677966,0.565709386670497,100,['fast']
5,200,0.7216990792189041,6,3,0.8867440512217317,0.30985169491525427,0.5686255146988414,100,['t2star']
18,250,0.3812057776498259,13,12,0.6681846551007925,0.3119703389830509,0.5687721440199176,100,['wdmri']
19,200,0.8230759514491923,7,14,0.7478151195963686,0.3109110169491525,0.5823832351814613,100,['taskfmri']
3,175,0.8667922150063585,2,1,0.8635593637625494,0.3220338983050848,0.5686030714354113,100,"['t1vols', 'subcorticalvol']"
22,175,0.21437164230038064,4,8,0.9307154822545227,0.30614406779661013,0.5729376137125347,100,"['t1vols', 'fast']"
2,100,0.6573534490672693,14,10,0.8336647102966996,0.3289194915254237,0.5752926601551278,100,"['t1vols', 't2star']"
7,250,0.8974412407211932,7,3,0.8550319024479957,0.32733050847457623,0.5769564540840755,100,"['t1vols', 'wdmri']"
2,200,0.2264626150411294,10,8,0.866442084510125,0.3236228813559322,0.5915071698745571,100,"['t1vols', 'taskfmri']"
3,100,0.9305164372470738,14,4,0.8035368531644957,0.301906779661017,0.5681557023843723,100,"['subcorticalvol', 'fast']"
5,150,0.357149535645945,4,8,0.6532198361749554,0.3236228813559322,0.5722119481949631,100,"['subcorticalvol', 't2star']"
6,75,0.8681492342599899,14,2,0.8272054904204048,0.3109110169491525,0.571692760700948,100,"['subcorticalvol', 'wdmri']"
16,225,0.3258315241008317,9,7,0.8184804565875461,0.3358050847457627,0.5827288614382841,100,"['subcorticalvol', 'taskfmri']"
3,225,0.8868932817203178,6,13,0.6461299452233149,0.3209745762711864,0.571662836349708,100,"['fast', 't2star']"
7,150,0.3538344325718894,10,11,0.6038237089242584,0.2997881355932204,0.5732622929234894,100,"['fast', 'wdmri']"
8,200,0.5996913386804835,4,1,0.7964412271229808,0.3236228813559322,0.5860759001244853,100,"['fast', 'taskfmri']"
10,150,0.8746999591434259,4,14,0.7409325773991573,0.3140889830508474,0.5652530403140861,100,"['t2star', 'wdmri']"
2,75,0.41015768552450815,5,2,0.6074905074023805,0.31514830508474573,0.5719186895528104,100,"['t2star', 'taskfmri']"
7,250,0.4069075503493512,7,9,0.7139056517328345,0.3172669491525424,0.588264866417696,100,"['wdmri', 'taskfmri']"
5,225,0.5431071658363896,5,3,0.6963896447845186,0.323093220338983,0.5736572943598583,100,"['t1vols', 'subcorticalvol', 'fast']"
16,225,0.578064501176285,9,13,0.8453634236425606,0.326271186440678,0.5801703294072584,100,"['t1vols', 'subcorticalvol', 't2star']"
3,175,0.19933855819724067,7,5,0.9123559287632972,0.3066737288135593,0.573953545437135,100,"['t1vols', 'subcorticalvol', 'wdmri']"
5,225,0.5487394890805557,6,12,0.613503010242959,0.3283898305084746,0.5891102293402279,100,"['t1vols', 'subcorticalvol', 'taskfmri']"
4,225,0.6799927082988341,3,3,0.7490366440688385,0.319385593220339,0.5774621756200325,100,"['t1vols', 'fast', 't2star']"
2,250,0.923905848645555,11,9,0.6138701751720005,0.3167372881355932,0.5765135736857224,100,"['t1vols', 'fast', 'wdmri']"
3,225,0.9394525908796268,5,10,0.7831034651867527,0.3294491525423729,0.5824745044527434,100,"['t1vols', 'fast', 'taskfmri']"
3,150,0.8920249611663963,12,6,0.6639159339766538,0.3268008474576271,0.5718678181557023,100,"['t1vols', 't2star', 'wdmri']"
10,150,0.8022725400670526,3,14,0.9548793361504393,0.3315677966101695,0.5867955807718088,100,"['t1vols', 't2star', 'taskfmri']"
3,150,0.3906624910147488,3,13,0.648437718341915,0.3268008474576271,0.5912528128890167,100,"['t1vols', 'wdmri', 'taskfmri']"
5,225,0.600103110004185,7,8,0.6775230946493411,0.3209745762711864,0.5652380781384659,100,"['subcorticalvol', 'fast', 't2star']"
2,225,0.5421517859720845,10,8,0.9858906157545375,0.3109110169491526,0.5673761730345687,100,"['subcorticalvol', 'fast', 'wdmri']"
4,225,0.5283897238017341,9,3,0.8749442396014897,0.32627118644067793,0.5794895504165469,100,"['subcorticalvol', 'fast', 'taskfmri']"
15,200,0.35711869296162335,4,9,0.607471148058262,0.31620762711864403,0.5797394187494016,100,"['subcorticalvol', 't2star', 'wdmri']"
