max_depth,n_estimators,max_features,min_samples_split,min_samples_leaf,max_samples,balanced_accuracy,roc_auc,bestIC,qsidp
2,200,0.25173826504893226,14,10,0.7702017456850752,0.3061440677966102,0.5614167384851096,50,None
6,100,0.7009500700945498,4,8,0.9675626146144205,0.3146186440677966,0.5723496002106675,50,['t1vols']
2,150,0.18773285532772882,3,2,0.9323058792149214,0.3103813559322034,0.5644435866130423,50,['subcorticalvol']
18,125,0.22838565056364496,8,10,0.6616998745518237,0.31726694915254233,0.559727508857608,50,['fast']
4,100,0.8331538459918493,5,13,0.8887977536038334,0.3082627118644068,0.5680045844106101,50,['t2star']
16,200,0.170247312499407,13,5,0.872278088663496,0.30031779661016944,0.5654550296849564,50,['wdmri']
7,75,0.6362072520538993,8,9,0.6994460946637608,0.319385593220339,0.5815663003926075,50,['taskfmri']
10,200,0.19517118660269822,4,10,0.802670853485307,0.3034957627118644,0.572152099492483,50,"['t1vols', 'subcorticalvol']"
26,175,0.16106910584230583,12,1,0.7612283169332981,0.3204449152542373,0.5673731805994446,50,"['t1vols', 'fast']"
9,225,0.8935738013428831,11,9,0.8855706563723214,0.3114406779661017,0.5770417384851095,50,"['t1vols', 't2star']"
9,125,0.6741403071589873,7,2,0.6509887590531375,0.3199152542372881,0.5741076558460212,50,"['t1vols', 'wdmri']"
8,200,0.6294596350762512,6,12,0.6306118752686274,0.33792372881355937,0.590955065594178,50,"['t1vols', 'taskfmri']"
2,125,0.9983011274497006,14,4,0.8249994390780778,0.32256355932203395,0.5661088767595518,50,"['subcorticalvol', 'fast']"
2,225,0.5769557551042391,10,4,0.7918997960896317,0.3114406779661017,0.5642700253758498,50,"['subcorticalvol', 't2star']"
4,200,0.5090901092495014,9,6,0.8394731382914781,0.3109110169491525,0.5724872522263718,50,"['subcorticalvol', 'wdmri']"
24,250,0.4544103908928746,2,8,0.982108163723822,0.3209745762711864,0.5798546275016757,50,"['subcorticalvol', 'taskfmri']"
6,200,0.776162050445137,9,5,0.8150260921330645,0.319385593220339,0.5695786052858374,50,"['fast', 't2star']"
15,150,0.4149466901427771,14,8,0.9802280485957162,0.3140889830508474,0.5743051565642057,50,"['fast', 'wdmri']"
3,100,0.7435905634021855,14,13,0.7938569043511717,0.3305084745762712,0.581376280762233,50,"['fast', 'taskfmri']"
3,225,0.7114109728152098,7,14,0.732894549996036,0.3162076271186441,0.5697865795269559,50,"['t2star', 'wdmri']"
12,225,0.6923500650921666,3,4,0.9005933942228048,0.3087923728813559,0.5824221368380734,50,"['t2star', 'taskfmri']"
2,200,0.7358698537686109,14,8,0.6240228468285228,0.326271186440678,0.5839542636215648,50,"['wdmri', 'taskfmri']"
5,200,0.19282828467436333,13,2,0.686038667275669,0.31144067796610164,0.5718962462893805,50,"['t1vols', 'subcorticalvol', 'fast']"
6,50,0.355419934407584,4,14,0.7104045005101609,0.3109110169491525,0.5756308053241406,50,"['t1vols', 'subcorticalvol', 't2star']"
23,250,0.2007474606776245,7,8,0.6916598773877632,0.3087923728813559,0.57449517619458,50,"['t1vols', 'subcorticalvol', 'wdmri']"
8,250,0.7563922274936219,14,6,0.9119195055244773,0.3294491525423729,0.5897206861055252,50,"['t1vols', 'subcorticalvol', 'taskfmri']"
8,250,0.3032254467185994,14,10,0.6755904360186913,0.32044491525423724,0.5794416714545628,50,"['t1vols', 'fast', 't2star']"
5,125,0.43741134454980024,11,3,0.8642305611483334,0.3151483050847458,0.5740762352772193,50,"['t1vols', 'fast', 'wdmri']"
