max_depth,n_estimators,max_features,min_samples_split,min_samples_leaf,max_samples,balanced_accuracy,roc_auc,bestIC,qsidp
26,125,0.6545293863241136,8,2,0.6781625811808183,0.2722457627118644,0.5188613185866131,0,['cognitive']
2,150,0.8847263504777807,7,12,0.6595298874499336,0.3633474576271186,0.5896413865747391,0,['demographic']
5,125,0.977094061488571,11,2,0.624282187758907,0.28654661016949157,0.5362144498707269,0,['lifestyle']
2,150,0.8397255301167263,7,6,0.8630617636925714,0.319385593220339,0.568505817293881,0,['t1vols']
2,200,0.5901555592514396,14,7,0.6262499210086665,0.3087923728813559,0.5674195633438667,0,['taskfmri']
2,50,0.9799591219980355,11,2,0.6082238946109556,0.35593220338983056,0.5899720506559417,0,"['cognitive', 'demographic']"
11,25,0.5266978411071634,11,13,0.6890573469669182,0.2680084745762712,0.5338279828593316,0,"['cognitive', 'lifestyle']"
3,100,0.6735934499536692,11,1,0.6626565115496357,0.3125,0.5643553097768841,0,"['cognitive', 't1vols']"
2,125,0.4518431088464572,7,13,0.7400118832435358,0.3034957627118644,0.5654580221200805,0,"['cognitive', 'taskfmri']"
2,150,0.3163258326070545,3,7,0.9822405703419874,0.361228813559322,0.5973109977975677,0,"['demographic', 'lifestyle']"
2,125,0.9760828738943291,14,1,0.6682217256223176,0.3638771186440678,0.5938682011873982,0,"['demographic', 't1vols']"
2,75,0.6619165751265713,11,12,0.7041105120603345,0.3633474576271187,0.6101425596093076,0,"['demographic', 'taskfmri']"
2,250,0.2527187685534926,5,8,0.695662434011344,0.3220338983050848,0.5709655989658144,0,"['lifestyle', 't1vols']"
3,175,0.6200440475543166,12,12,0.7739146545619483,0.3109110169491525,0.5693062936895529,0,"['lifestyle', 'taskfmri']"
2,200,0.753794986732771,7,9,0.7454534877474084,0.3236228813559322,0.5866145384468064,0,"['t1vols', 'taskfmri']"
2,75,0.48926218695182755,6,11,0.674486829252342,0.3569915254237288,0.5956217681700661,0,"['cognitive', 'demographic', 'lifestyle']"
2,250,0.6673852071799664,12,7,0.8974043573913473,0.35805084745762705,0.5971149932969453,0,"['cognitive', 'demographic', 't1vols']"
2,250,0.8779676196075784,8,14,0.7170790997946419,0.3654661016949152,0.6049252489706023,0,"['cognitive', 'demographic', 'taskfmri']"
2,225,0.6430564360836338,2,3,0.8286259897035679,0.3220338983050847,0.5680464785023461,0,"['cognitive', 'lifestyle', 't1vols']"
3,125,0.6708124781009726,4,2,0.7926191193530747,0.3061440677966102,0.5716329119984679,0,"['cognitive', 'lifestyle', 'taskfmri']"
2,150,0.7015293310662745,11,10,0.6361507876365212,0.32044491525423724,0.5870035550129273,0,"['cognitive', 't1vols', 'taskfmri']"
2,200,0.8259501689303607,2,2,0.8402829111402675,0.3617584745762712,0.5989628219860192,0,"['demographic', 'lifestyle', 't1vols']"
2,200,0.4708191379939083,3,14,0.6385620299589087,0.3564618644067797,0.6096278607679786,0,"['demographic', 'lifestyle', 'taskfmri']"
2,225,0.7779022713964371,3,4,0.9815064808977976,0.3654661016949152,0.6092089198506178,0,"['demographic', 't1vols', 'taskfmri']"
5,250,0.9889149121578898,12,13,0.7694518345261265,0.3188559322033898,0.5891865364358901,0,"['lifestyle', 't1vols', 'taskfmri']"
2,225,0.9542254249182774,3,10,0.8426850089915348,0.364406779661017,0.5968247270899166,0,"['cognitive', 'demographic', 'lifestyle', 't1vols']"
3,175,0.7089688747610111,4,11,0.9394038282568821,0.3633474576271187,0.6056868237096621,0,"['cognitive', 'demographic', 'lifestyle', 'taskfmri']"
3,100,0.7916731954517052,2,2,0.6082633104282092,0.3548728813559322,0.6075974935363401,0,"['cognitive', 'demographic', 't1vols', 'taskfmri']"
2,225,0.8498589273364028,5,2,0.8633346258487038,0.32944915254237284,0.5861103131284114,0,"['cognitive', 'lifestyle', 't1vols', 'taskfmri']"
3,125,0.6368433470370665,9,3,0.7038503876848627,0.3654661016949152,0.6101380709566216,0,"['demographic', 'lifestyle', 't1vols', 'taskfmri']"
3,250,0.8791465901079515,8,14,0.8390852159747184,0.36493644067796616,0.6075181940055541,0,"['cognitive', 'demographic', 'lifestyle', 't1vols', 'taskfmri']"
