max_depth,n_estimators,max_features,min_samples_split,min_samples_leaf,max_samples,balanced_accuracy,roc_auc,bestIC,qsidp
7,175,0.3428998419229723,2,13,0.7950418124069484,0.5052115172270321,0.5071049586901758,200,None
18,125,0.2459295200139448,14,13,0.8204725209160277,0.5085309014386532,0.5091741425884129,200,['t1vols']
2,100,0.27768397922934196,8,7,0.971925176369016,0.5169181775992575,0.5131121024202915,200,['subcorticalvol']
2,25,0.4218719661277721,11,3,0.8757265246479689,0.5158203843876522,0.5189568638416644,200,['fast']
2,100,0.1915241063205443,12,13,0.7796920384555445,0.507573732977004,0.5006140888634579,200,['t2star']
2,250,0.1921814477470612,10,14,0.9892034541767234,0.5121569396213734,0.5098392690059088,200,['wdmri']
3,150,0.9320934951372052,4,11,0.7423792619038218,0.5085347021075708,0.5097429673539104,200,['taskfmri']
2,175,0.7497584228783504,3,1,0.6355748630108717,0.5115358303061339,0.5132674005492224,200,"['t1vols', 'subcorticalvol']"
2,175,0.4732798723223267,11,6,0.8049773236269487,0.5129638816431692,0.5164148945840258,200,"['t1vols', 'fast']"
4,225,0.9922968274720878,14,1,0.6791184092166168,0.5105764614572165,0.5095115617719136,200,"['t1vols', 't2star']"
2,250,0.15979613104431176,13,12,0.6287794126244679,0.5142319048152475,0.5136045046330177,200,"['t1vols', 'wdmri']"
12,150,0.28079634696154254,11,8,0.7842457620210074,0.5129628814671383,0.5153784385900211,200,"['t1vols', 'taskfmri']"
2,150,0.3499619371470325,9,4,0.905905997673821,0.5175438877242395,0.5162349595020507,200,"['subcorticalvol', 'fast']"
5,250,0.3934437618029252,9,8,0.6830391721258675,0.5097973243290819,0.5096177250837108,200,"['subcorticalvol', 't2star']"
9,50,0.5166431119767797,3,13,0.7536442083153403,0.5154947270719646,0.5185537054015817,200,"['subcorticalvol', 'wdmri']"
4,200,0.15792777093967716,7,4,0.8110134483258247,0.5143829313959257,0.5165275126348913,200,"['subcorticalvol', 'taskfmri']"
18,75,0.3868196535281058,11,4,0.6300503725494458,0.5128054537598616,0.5139750684616067,200,"['fast', 't2star']"
3,50,0.9181615559784742,6,13,0.6792027566852165,0.5112163740818384,0.5212868873265564,200,"['fast', 'wdmri']"
14,225,0.29998184654252846,10,14,0.8049019406313977,0.5178601433852358,0.5214862220301975,200,"['fast', 'taskfmri']"
2,175,0.2733955227231853,9,7,0.6257091614031121,0.512963681607963,0.5103056560204913,200,"['t2star', 'wdmri']"
6,175,0.9394145452977244,6,14,0.9788374901055571,0.5074245067131815,0.5067070767792679,200,"['t2star', 'taskfmri']"
5,150,0.8547070907898381,6,11,0.7935558844274471,0.5093254412776649,0.510500505484667,200,"['wdmri', 'taskfmri']"
12,125,0.20784558091573874,6,10,0.7815205331279027,0.5207058442285842,0.5238002631826033,200,"['t1vols', 'subcorticalvol', 'fast']"
3,225,0.6797856733842186,6,9,0.785236599724872,0.5118484853334186,0.5137145538373287,200,"['t1vols', 'subcorticalvol', 't2star']"
2,100,0.9335413498284578,14,4,0.9241058736882322,0.5150114420137945,0.5222679666969048,200,"['t1vols', 'subcorticalvol', 'wdmri']"
13,200,0.8313198801735143,4,3,0.640583696883056,0.5129592808334267,0.5140164982564113,200,"['t1vols', 'subcorticalvol', 'taskfmri']"
