max_depth,n_estimators,max_features,min_samples_split,min_samples_leaf,max_samples,balanced_accuracy,roc_auc,bestIC,qsidp
3,175,0.21519499806904824,8,9,0.7522275475380014,0.5123301701099394,0.5181988399111215,200,"['t1vols', 'fast', 't2star']"
2,150,0.41141940199562443,14,5,0.6353747843759622,0.5214951831522348,0.5231497168280378,200,"['t1vols', 'fast', 'wdmri']"
2,25,0.23454274704414335,7,10,0.8514983004420993,0.5086945302373218,0.5180415609025824,200,"['t1vols', 'fast', 'taskfmri']"
3,150,0.4536053915848579,3,7,0.821151791392399,0.5145357582934595,0.5106858483452127,200,"['t1vols', 't2star', 'wdmri']"
23,225,0.6933530015816316,10,5,0.9709593194759207,0.5128064539358926,0.5143837588487634,200,"['t1vols', 't2star', 'taskfmri']"
2,25,0.6606967228114828,7,1,0.7024051066786082,0.5093240410312215,0.5130521801166967,200,"['t1vols', 'wdmri', 'taskfmri']"
10,200,0.7399218752415534,13,9,0.7824380057773626,0.5178677447230713,0.5170254677844792,200,"['subcorticalvol', 'fast', 't2star']"
3,125,0.9353507292647769,7,7,0.9812917384684132,0.5224465505929043,0.5208992944578726,200,"['subcorticalvol', 'fast', 'wdmri']"
3,75,0.6398939011666418,6,9,0.9528816919660147,0.5142299044631855,0.5151389233632805,200,"['subcorticalvol', 'fast', 'taskfmri']"
2,200,0.8821070685990082,2,12,0.6414014986964128,0.5078959896941861,0.5128282850853811,200,"['subcorticalvol', 't2star', 'wdmri']"
2,200,0.832801495572563,3,10,0.7626306127744314,0.5170696042503481,0.5137782383707118,200,"['subcorticalvol', 't2star', 'taskfmri']"
5,50,0.8511156294918061,7,13,0.8957244025920508,0.5156435532653747,0.5167213920168281,200,"['subcorticalvol', 'wdmri', 'taskfmri']"
14,150,0.27801132869373424,12,7,0.8619532283257905,0.5142259037590616,0.5213352386935397,200,"['fast', 't2star', 'wdmri']"
2,225,0.17911150536799633,5,6,0.6058548519380423,0.5148666165245083,0.5188473242087067,200,"['fast', 't2star', 'taskfmri']"
20,175,0.46389778307396623,2,14,0.9340860000897737,0.5230806621965467,0.5235182853623451,200,"['fast', 'wdmri', 'taskfmri']"
14,250,0.7692686693140451,4,8,0.6190813733673067,0.5115360303413401,0.51183367767038,200,"['t2star', 'wdmri', 'taskfmri']"
3,150,0.5538914839756026,2,9,0.7822818264492766,0.5154939269311398,0.517492453640235,200,"['t1vols', 'subcorticalvol', 'fast', 't2star']"
10,175,0.41790997655558426,10,12,0.9615344118095167,0.5184958552705277,0.5226369565443012,200,"['t1vols', 'subcorticalvol', 'fast', 'wdmri']"
2,75,0.6972255693910686,10,11,0.6017669352070721,0.5136019939509354,0.5199160341727097,200,"['t1vols', 'subcorticalvol', 'fast', 'taskfmri']"
5,225,0.4185513294069406,13,3,0.8622288066898673,0.5167519483429084,0.519636209449475,200,"['t1vols', 'subcorticalvol', 't2star', 'wdmri']"
2,175,0.5147876412441694,12,13,0.6145292466739352,0.5129510793899728,0.5157056228495457,200,"['t1vols', 'subcorticalvol', 't2star', 'taskfmri']"
5,175,0.1771543894406376,8,14,0.8716854054653888,0.5213357550928963,0.5201026182125121,200,"['t1vols', 'subcorticalvol', 'wdmri', 'taskfmri']"
6,75,0.4075120605476664,3,14,0.7795969829056107,0.5158149834370849,0.5195021074657307,200,"['t1vols', 'fast', 't2star', 'wdmri']"
3,200,0.2100705923338379,3,7,0.6736265924895275,0.5105936644849494,0.5143129843191213,200,"['t1vols', 'fast', 't2star', 'taskfmri']"
4,100,0.6875239202406429,8,12,0.9639965087195286,0.5173810590663956,0.5213952158740495,200,"['t1vols', 'fast', 'wdmri', 'taskfmri']"
4,200,0.7536148265260908,13,9,0.9006052188651601,0.5112113732016835,0.5146138625581415,200,"['t1vols', 't2star', 'wdmri', 'taskfmri']"
23,250,0.5792087120672647,12,14,0.8924807254959077,0.5207116452495639,0.5218474350347861,200,"['subcorticalvol', 'fast', 't2star', 'wdmri']"
4,25,0.35728930872828263,2,11,0.7623349560175117,0.5148506137080127,0.5195933022770793,200,"['subcorticalvol', 'fast', 't2star', 'taskfmri']"
3,225,0.4603794208638228,4,10,0.7595278713518053,0.5221346957064443,0.5223182637919241,200,"['subcorticalvol', 'fast', 'wdmri', 'taskfmri']"
21,125,0.4852157409594203,9,1,0.941585477574262,0.5178669445822466,0.5224903932017446,200,"['subcorticalvol', 't2star', 'wdmri', 'taskfmri']"
2,150,0.40568100588466305,12,11,0.9704165389998215,0.520715845988894,0.5224926317752532,200,"['fast', 't2star', 'wdmri', 'taskfmri']"
2,225,0.23459997102136154,4,2,0.9085832065775397,0.5181775992574693,0.517652284551765,200,"['t1vols', 'subcorticalvol', 'fast', 't2star', 'wdmri']"
3,225,0.4402319977298892,12,3,0.6207046747013489,0.5205502168381635,0.522804704904928,200,"['t1vols', 'subcorticalvol', 'fast', 't2star', 'taskfmri']"
7,200,0.9919660811690795,8,5,0.8559928280738648,0.5178595432796173,0.5182439295156656,200,"['t1vols', 'subcorticalvol', 'fast', 'wdmri', 'taskfmri']"
4,75,0.5795492369571424,2,5,0.6250324219748008,0.5162760645873674,0.5176422428349918,200,"['t1vols', 'subcorticalvol', 't2star', 'wdmri', 'taskfmri']"
10,250,0.8135706057962193,12,1,0.8115802465511796,0.5167553489414137,0.5184623765590582,200,"['t1vols', 'fast', 't2star', 'wdmri', 'taskfmri']"
4,125,0.8857845438586036,5,4,0.793493192928885,0.5142223031253501,0.515974487363126,200,"['subcorticalvol', 'fast', 't2star', 'wdmri', 'taskfmri']"
25,175,0.6909734523872156,5,14,0.8282346424483917,0.5181809998559747,0.5168924805354871,200,"['t1vols', 'subcorticalvol', 'fast', 't2star', 'wdmri', 'taskfmri']"
