fit_time,score_time,test_accuracy,test_f1_micro,test_roc_auc_ovo,bestIC,qsidp
1.8897919654846191,0.046131134033203125,0.2733333333333333,0.2733333333333333,0.5596444444444444,100,None
1.8812034130096436,0.04398012161254883,0.31666666666666665,0.31666666666666665,0.5701333333333333,100,None
1.8922452926635742,0.04513907432556152,0.29,0.29,0.5484296296296295,100,None
1.8932313919067383,0.04510235786437988,0.29333333333333333,0.29333333333333333,0.5336,100,None
1.8895683288574219,0.0444035530090332,0.30333333333333334,0.30333333333333334,0.5526074074074074,100,None
1.0959663391113281,0.04845547676086426,0.32666666666666666,0.32666666666666666,0.6056592592592592,100,['t1vols']
1.0899736881256104,0.04790902137756348,0.3333333333333333,0.3333333333333333,0.5721481481481482,100,['t1vols']
1.0930171012878418,0.04815101623535156,0.35,0.35,0.5937777777777778,100,['t1vols']
1.0907361507415771,0.05089139938354492,0.2833333333333333,0.2833333333333333,0.5752444444444444,100,['t1vols']
1.0912246704101562,0.04737663269042969,0.3233333333333333,0.3233333333333333,0.5832888888888889,100,['t1vols']
6.119657039642334,0.061247825622558594,0.31,0.31,0.5846074074074074,100,['subcorticalvol']
6.318305730819702,0.060958147048950195,0.31333333333333335,0.31333333333333335,0.5478222222222221,100,['subcorticalvol']
6.439945936203003,0.05986595153808594,0.3333333333333333,0.3333333333333333,0.5888592592592593,100,['subcorticalvol']
6.154115438461304,0.060953378677368164,0.2966666666666667,0.2966666666666667,0.5528148148148149,100,['subcorticalvol']
6.142623662948608,0.06198239326477051,0.3333333333333333,0.3333333333333333,0.5839703703703704,100,['subcorticalvol']
3.8484315872192383,0.037889719009399414,0.31,0.31,0.5658962962962963,100,['fast']
3.6754000186920166,0.037851572036743164,0.31,0.31,0.5410222222222222,100,['fast']
3.7561259269714355,0.036267995834350586,0.32,0.32,0.5939851851851852,100,['fast']
3.7411396503448486,0.038092613220214844,0.27666666666666667,0.27666666666666667,0.5320444444444444,100,['fast']
3.6329851150512695,0.036714792251586914,0.31,0.31,0.5495111111111112,100,['fast']
1.5354809761047363,0.04268646240234375,0.27,0.27,0.5645777777777777,100,['t2star']
1.5369017124176025,0.04278135299682617,0.3466666666666667,0.3466666666666667,0.5848888888888888,100,['t2star']
1.5458052158355713,0.04363560676574707,0.27666666666666667,0.27666666666666667,0.5462666666666666,100,['t2star']
1.5340702533721924,0.04288506507873535,0.27666666666666667,0.27666666666666667,0.5487555555555556,100,['t2star']
1.535564661026001,0.04267430305480957,0.2866666666666667,0.2866666666666667,0.5582666666666666,100,['t2star']
3.8778793811798096,0.06442379951477051,0.29333333333333333,0.29333333333333333,0.5683111111111111,100,['wdmri']
3.8724050521850586,0.06552982330322266,0.28,0.28,0.5391259259259259,100,['wdmri']
3.887833833694458,0.06448984146118164,0.31666666666666665,0.31666666666666665,0.5589481481481482,100,['wdmri']
3.87724232673645,0.06489777565002441,0.32666666666666666,0.32666666666666666,0.5563703703703703,100,['wdmri']
3.8821640014648438,0.06498336791992188,0.2866666666666667,0.2866666666666667,0.5416,100,['wdmri']
3.6590139865875244,0.04371190071105957,0.31333333333333335,0.31333333333333335,0.5779259259259258,100,['taskfmri']
